identifier,msa_dim0,msa_dim1,num_templates,num_alignments,chain_lengths,msa_seq_lengths
cxcr1_human___3645,3072,437,1,3072,1:350|2:87,1:1960|2:2018
oprm_human___1643,2296,431,1,2296,1:400|2:31,1:1898|2:362
glr_human___1140,2480,510,1,2480,1:477|2:33,1:1658|2:695
gpr75_human___3548,3427,859,1,3427,1:540|2:319,1:1319|2:1829
fzd1_human___989,2176,668,1,2176,1:647|2:21,1:1334|2:217
xcr1_human___687,2316,370,1,2316,1:333|2:37,1:1964|2:433
lgr5_human___1157,2108,916,1,2108,1:907|2:9,1:771|2:60
npy1r_human___812,3072,457,1,3072,1:384|2:73,1:1819|2:2037
glp1r_human___2945,3190,597,1,3190,1:463|2:134,1:1739|2:1346
ccr9_human___2257,2377,396,1,2377,1:369|2:27,1:1978|2:456
crfr1_human___3647,3072,508,1,3072,1:415|2:93,1:1808|2:1991
calrl_human___776,3072,532,1,3072,1:461|2:71,1:1610|2:2039
npy5r_human___1681,2070,462,1,2070,1:445|2:17,1:1006|2:23
npy5r_human___1871,2116,465,1,2116,1:445|2:20,1:1006|2:77
galr1_human___1157,2108,358,1,2108,1:349|2:9,1:1824|2:60
galr1_human___1479,2059,357,1,2059,1:349|2:8,1:1824|2:12
ccr10_human___758,3072,430,1,3072,1:362|2:68,1:1956|2:2032
glp1r_human___2257,2373,490,1,2373,1:463|2:27,1:1710|2:458
cml2_human___2945,3214,489,1,3214,1:355|2:134,1:1896|2:1326
cxcr5_human___3645,3072,459,1,3072,1:372|2:87,1:1979|2:2018
ccr6_human___681,2332,411,1,2332,1:374|2:37,1:1917|2:460
ccr1_human___1579,2083,368,1,2083,1:355|2:13,1:1938|2:36
par4_human___687,2317,422,1,2317,1:385|2:37,1:1951|2:432
ackr3_human___810,3072,439,1,3072,1:362|2:77,1:1972|2:2023
cxcr6_human___1152,2418,370,1,2418,1:342|2:28,1:1886|2:511
glr_human___1162,2077,487,1,2077,1:477|2:10,1:1640|2:30
cxcr3_human___758,3072,436,1,3072,1:368|2:68,1:1997|2:2032
cxcr5_human___771,3072,448,1,3072,1:372|2:76,1:1968|2:2021
galr3_human___1623,2048,372,1,2048,1:368|2:4,1:1760|2:1
ccr2_human___3645,3072,461,1,3072,1:374|2:87,1:1976|2:2020
ccr1_human___2089,2056,365,1,2056,1:355|2:10,1:1938|2:9
glp1r_human___3643,2093,490,1,2093,1:463|2:27,1:1703|2:104
ccr8_human___798,3072,424,1,3072,1:355|2:69,1:1967|2:2031
pkr2_human___1152,2419,412,1,2419,1:384|2:28,1:1863|2:510
c5ar1_human___1136,2487,379,1,2487,1:350|2:29,1:1746|2:702
fzd6_human___3646,3485,794,1,3485,1:706|2:88,1:1533|2:1854
cxcr2_human___771,3072,436,1,3072,1:360|2:76,1:1951|2:2021
fzd6_human___644,2057,715,1,2057,1:706|2:9,1:1369|2:10
npy4r_human___1871,2116,395,1,2116,1:375|2:20,1:1782|2:77
fzd2_human___817,3691,692,1,3691,1:565|2:127,1:1395|2:1396
glp1r_human___1272,3072,560,1,3072,1:463|2:97,1:1776|2:2030
lgr5_human___2019,2155,921,1,2155,1:907|2:14,1:771|2:107
ccr2_human___3570,3072,609,1,3072,1:374|2:235,1:1967|2:1929
glp2r_human___1136,2465,582,1,2465,1:553|2:29,1:1696|2:710
fzd1_human___3548,3072,966,1,3072,1:647|2:319,1:1523|2:1831
npy1r_human___644,2057,393,1,2057,1:384|2:9,1:1786|2:10
par4_human___1579,2083,398,1,2083,1:385|2:13,1:1949|2:36
oprm_human___2945,3214,534,1,3214,1:400|2:134,1:1907|2:1327
ox1r_human___3735,2115,443,1,2115,1:425|2:18,1:1224|2:68
cxcr2_human___3645,3072,447,1,3072,1:360|2:87,1:1961|2:2018
ccr7_human___817,3691,505,1,3691,1:378|2:127,1:1920|2:1396
cx3c1_human___644,2057,364,1,2057,1:355|2:9,1:1971|2:10
ccr10_human___855,2138,587,1,2138,1:362|2:225,1:1938|2:272
ackr2_human___2174,2112,393,1,2112,1:384|2:9,1:1973|2:64
glp2r_human___3643,2093,580,1,2093,1:553|2:27,1:1689|2:104
ccr2_human___2168,2101,383,1,2101,1:374|2:9,1:1947|2:53
c3ar_human___758,3072,550,1,3072,1:482|2:68,1:975|2:2032
xcr1_human___646,2055,341,1,2055,1:333|2:8,1:1964|2:8
ackr2_human___681,2332,421,1,2332,1:384|2:37,1:1973|2:460
ackr3_human___4358,3392,430,1,3392,1:362|2:68,1:1959|2:1585
glp1r_human___1140,2480,496,1,2480,1:463|2:33,1:1714|2:695
glr_human___1152,2418,505,1,2418,1:477|2:28,1:1646|2:512
ccr9_human___758,3072,437,1,3072,1:369|2:68,1:1981|2:2033
cxcr5_human___3700,3072,587,1,3072,1:372|2:215,1:1966|2:1516
galr1_human___3548,3072,668,1,3072,1:349|2:319,1:1842|2:1863
cxcr6_human___798,3072,411,1,3072,1:342|2:69,1:1932|2:2032
npy4r_human___2089,2056,385,1,2056,1:375|2:10,1:1781|2:9
ox1r_human___4058,2109,440,1,2109,1:425|2:15,1:1224|2:61
hrh4_human___1272,3072,487,1,3072,1:390|2:97,1:1228|2:2031
ccr8_human___754,3072,447,1,3072,1:355|2:92,1:1966|2:2015
lgr5_human___3700,3072,1122,1,3072,1:907|2:215,1:1211|2:1424
cml1_human___1479,2059,381,1,2059,1:373|2:8,1:1794|2:12
gpr75_human___1152,2437,568,1,2437,1:540|2:28,1:1116|2:514
par4_human___681,2331,422,1,2331,1:385|2:37,1:1949|2:460
galr3_human___1790,2348,404,1,2348,1:368|2:36,1:1774|2:407
npy4r_human___2098,2067,386,1,2067,1:375|2:11,1:1781|2:20
pkr2_human___1871,2116,404,1,2116,1:384|2:20,1:1862|2:77
fzd1_human___2945,3180,781,1,3180,1:647|2:134,1:1449|2:1378
fpr1_human___1152,2423,378,1,2423,1:350|2:28,1:1777|2:510
ackr3_human___1157,2108,371,1,2108,1:362|2:9,1:1954|2:60
ccr4_human___771,3072,436,1,3072,1:360|2:76,1:1978|2:2024
cxcr4_human___1099,2150,380,1,2150,1:352|2:28,1:1938|2:160
ccr8_human___3570,3072,590,1,3072,1:355|2:235,1:1969|2:1930
ackr4_human___855,2138,575,1,2138,1:350|2:225,1:1992|2:272
c5ar1_human___1579,2083,363,1,2083,1:350|2:13,1:1735|2:36
ccr4_human___1579,2083,373,1,2083,1:360|2:13,1:1966|2:36
fzd1_human___681,2331,684,1,2331,1:647|2:37,1:1365|2:461
ccr7_human___2156,2121,386,1,2121,1:378|2:8,1:1907|2:73
fzd6_human___758,3072,774,1,3072,1:706|2:68,1:1604|2:2032
ackr2_human___1157,2108,393,1,2108,1:384|2:9,1:1973|2:60
c3ar_human___5654,2048,495,1,2048,1:482|2:13,1:1010|2:1
ackr4_human___3643,2099,377,1,2099,1:350|2:27,1:1988|2:102
xcr1_human___2270,2403,377,1,2403,1:333|2:44,1:1966|2:755
lgr6_human___4358,3392,1035,1,3392,1:967|2:68,1:944|2:1591
calrl_human___681,2328,498,1,2328,1:461|2:37,1:1543|2:460
pkr2_human___1004,2162,405,1,2162,1:384|2:21,1:1861|2:139
ccr3_human___3700,3072,570,1,3072,1:355|2:215,1:1970|2:1497
ackr1_human___798,3506,405,1,3506,1:336|2:69,1:1634|2:2034
cxcr2_human___921,2168,398,1,2168,1:360|2:38,1:1947|2:188
hrh4_human___758,3072,458,1,3072,1:390|2:68,1:1235|2:2031
ccr6_human___687,2317,411,1,2317,1:374|2:37,1:1918|2:432
c5ar2_human___1162,2077,347,1,2077,1:337|2:10,1:1737|2:30
glr_human___1136,2470,506,1,2470,1:477|2:29,1:1657|2:708
glr_human___3542,2411,519,1,2411,1:477|2:42,1:1657|2:588
cxcr4_human___644,2057,361,1,2057,1:352|2:9,1:1938|2:10
cml1_human___1047,2106,397,1,2106,1:373|2:24,1:1795|2:76
ccr2_human___921,2168,412,1,2168,1:374|2:38,1:1948|2:188
glp2r_human___2019,2155,567,1,2155,1:553|2:14,1:1688|2:107
crfr1_human___1152,2422,443,1,2422,1:415|2:28,1:1691|2:510
fzd6_human___808,3072,776,1,3072,1:706|2:70,1:1655|2:2026
pkr1_human___1157,2108,402,1,2108,1:393|2:9,1:1850|2:60
pkr1_human___1867,3072,495,1,3072,1:393|2:102,1:1857|2:1249
cx3c1_human___798,3072,424,1,3072,1:355|2:69,1:1986|2:2032
lgr5_human___3548,3072,1226,1,3072,1:907|2:319,1:1184|2:1840
ackr2_human___758,3072,452,1,3072,1:384|2:68,1:1965|2:2035
pacr_human___3570,3072,703,1,3072,1:468|2:235,1:1353|2:1924
gipr_human___1140,2480,499,1,2480,1:466|2:33,1:1698|2:695
glp2r_human___856,3461,926,1,3461,1:553|2:373,1:1724|2:323
ccr4_human___856,3468,733,1,3468,1:360|2:373,1:1976|2:322
pacr_human___4358,3395,536,1,3395,1:468|2:68,1:1257|2:1588
pacr_human___1579,2083,481,1,2083,1:468|2:13,1:1203|2:36
gipr_human___1152,2418,494,1,2418,1:466|2:28,1:1694|2:512
gipr_human___574,3220,539,1,3220,1:466|2:73,1:1719|2:1468
ghrhr_human___3542,2411,465,1,2411,1:423|2:42,1:1818|2:588
fshr_human___3640,3072,772,1,3072,1:695|2:77,1:1431|2:1960
vipr2_human___3700,3072,653,1,3072,1:438|2:215,1:1723|2:1482
ccr8_human___856,3508,728,1,3508,1:355|2:373,1:1964|2:322
pth2r_human___3594,2225,610,1,2225,1:550|2:60,1:1688|2:234
ghrhr_human___2270,2384,467,1,2384,1:423|2:44,1:1841|2:774
lgr4_human___856,3460,1324,1,3460,1:951|2:373,1:1163|2:323
calcr_human___687,2315,511,1,2315,1:474|2:37,1:1512|2:434
vipr1_human___1504,2252,493,1,2252,1:457|2:36,1:1735|2:508
pth2r_human___3542,2411,592,1,2411,1:550|2:42,1:1698|2:588
calcr_human___798,3072,543,1,3072,1:474|2:69,1:1619|2:2032
vipr2_human___1790,2343,474,1,2343,1:438|2:36,1:1681|2:413
vipr1_human___2156,2121,465,1,2121,1:457|2:8,1:1700|2:73
xcr1_human___856,3466,706,1,3466,1:333|2:373,1:1970|2:323
vipr2_human___3542,2417,480,1,2417,1:438|2:42,1:1680|2:584
vipr2_human___2156,2121,446,1,2121,1:438|2:8,1:1675|2:73
pth2r_human___1140,2480,583,1,2480,1:550|2:33,1:1700|2:695
vipr1_human___1790,2341,493,1,2341,1:457|2:36,1:1712|2:414
pth2r_human___1790,2341,586,1,2341,1:550|2:36,1:1692|2:414
pth2r_human___3643,2093,577,1,2093,1:550|2:27,1:1688|2:104
vipr1_human___1136,2470,486,1,2470,1:457|2:29,1:1723|2:708
vipr2_human___808,3072,508,1,3072,1:438|2:70,1:1749|2:2024
ghrhr_human___644,2057,432,1,2057,1:423|2:9,1:1792|2:10
fshr_human___2019,2155,709,1,2155,1:695|2:14,1:1140|2:107
fshr_human___3700,3072,910,1,3072,1:695|2:215,1:1440|2:1475
pth2r_human___2257,2373,577,1,2373,1:550|2:27,1:1694|2:458
ackr2_human___856,3508,757,1,3508,1:384|2:373,1:1970|2:322
pacr_human___1136,2471,497,1,2471,1:468|2:29,1:1248|2:704
calcr_human___1162,2077,484,1,2077,1:474|2:10,1:1493|2:30
ghrhr_human___1136,2470,452,1,2470,1:423|2:29,1:1822|2:708
gipr_human___1320,2127,479,1,2127,1:466|2:13,1:1689|2:101
vipr1_human___1152,2418,485,1,2418,1:457|2:28,1:1711|2:512
ghrhr_human___1152,2418,451,1,2418,1:423|2:28,1:1804|2:512
fshr_human___3633,2596,734,1,2596,1:695|2:39,1:1230|2:868
ackr1_human___856,3837,709,1,3837,1:336|2:373,1:1602|2:285
gipr_human___798,3072,535,1,3072,1:466|2:69,1:1779|2:2033
vipr2_human___1283,2074,448,1,2074,1:438|2:10,1:1675|2:27
ccr9_human___856,3508,742,1,3508,1:369|2:373,1:1987|2:322
calcr_human___3935,2108,495,1,2108,1:474|2:21,1:1494|2:77
ghrhr_human___3643,2093,450,1,2093,1:423|2:27,1:1801|2:104
ghrhr_human___1272,3072,520,1,3072,1:423|2:97,1:1862|2:2031
pacr_human___1140,2482,501,1,2482,1:468|2:33,1:1248|2:690
vipr2_human___1047,2106,462,1,2106,1:438|2:24,1:1675|2:76
fzd2_human___856,3460,938,1,3460,1:565|2:373,1:1478|2:323
ccr6_human___856,3508,747,1,3508,1:374|2:373,1:1919|2:322
pth1r_human___2257,2376,620,1,2376,1:593|2:27,1:1359|2:457
ghrhr_human___2257,2373,450,1,2373,1:423|2:27,1:1806|2:458
gipr_human___1298,2146,485,1,2146,1:466|2:19,1:1690|2:129
vipr1_human___921,2167,495,1,2167,1:457|2:38,1:1706|2:188
pth1r_human___3542,2417,635,1,2417,1:593|2:42,1:1371|2:584
pacr_human___2270,2396,512,1,2396,1:468|2:44,1:1295|2:766
calcr_human___1140,2482,507,1,2482,1:474|2:33,1:1524|2:690
vipr1_human___3542,2411,499,1,2411,1:457|2:42,1:1717|2:588
gipr_human___3594,2225,526,1,2225,1:466|2:60,1:1691|2:234
pth1r_human___3594,2225,653,1,2225,1:593|2:60,1:1354|2:234
calcr_human___3643,2099,501,1,2099,1:474|2:27,1:1497|2:104
pth2r_human___5895,2149,576,1,2149,1:550|2:26,1:1692|2:220
pth1r_human___1152,2421,621,1,2421,1:593|2:28,1:1357|2:510
vipr2_human___921,2167,476,1,2167,1:438|2:38,1:1679|2:188
calcr_human___3700,3072,689,1,3072,1:474|2:215,1:1604|2:1485
pth2r_human___1162,2077,560,1,2077,1:550|2:10,1:1685|2:30
vipr1_human___1871,2116,477,1,2116,1:457|2:20,1:1701|2:77
pth1r_human___855,2144,818,1,2144,1:593|2:225,1:1368|2:260
fshr_human___612,2192,722,1,2192,1:695|2:27,1:1165|2:198
pacr_human___2257,2376,495,1,2376,1:468|2:27,1:1227|2:457
vipr2_human___1152,2421,466,1,2421,1:438|2:28,1:1680|2:510
calcr_human___2257,2376,501,1,2376,1:474|2:27,1:1503|2:457
cx3c1_human___817,3682,482,1,3682,1:355|2:127,1:1978|2:1384
gp107_human___856,3505,973,1,3505,1:600|2:373,1:886|2:322
pth2r_human___1152,2418,578,1,2418,1:550|2:28,1:1693|2:512
ccr7_human___856,3508,751,1,3508,1:378|2:373,1:1928|2:322
vipr2_human___1136,2472,467,1,2472,1:438|2:29,1:1685|2:704
gipr_human___1136,2470,495,1,2470,1:466|2:29,1:1698|2:708
vipr1_human___808,3072,527,1,3072,1:457|2:70,1:1804|2:2025
gipr_human___1790,2341,502,1,2341,1:466|2:36,1:1695|2:414
cx3c1_human___856,3468,728,1,3468,1:355|2:373,1:1985|2:322
gpr39_human___856,3461,826,1,3461,1:453|2:373,1:1502|2:323
fshr_human___1157,2108,704,1,2108,1:695|2:9,1:1140|2:60
pacr_human___1790,2343,504,1,2343,1:468|2:36,1:1225|2:413
pth2r_human___1099,2150,578,1,2150,1:550|2:28,1:1688|2:160
vipr1_human___1140,2480,490,1,2480,1:457|2:33,1:1718|2:695
pacr_human___821,3072,545,1,3072,1:468|2:77,1:1428|2:2023
pacr_human___3643,2099,495,1,2099,1:468|2:27,1:1215|2:104
pth1r_human___1283,2074,603,1,2074,1:593|2:10,1:1348|2:27
pth1r_human___1871,2116,613,1,2116,1:593|2:20,1:1348|2:77
fshr_human___4358,3389,763,1,3389,1:695|2:68,1:1238|2:1591
calcr_human___1099,2150,502,1,2150,1:474|2:28,1:1497|2:160
ghrhr_human___758,3072,491,1,3072,1:423|2:68,1:1855|2:2031
pth1r_human___3643,2099,620,1,2099,1:593|2:27,1:1352|2:104
pth2r_human___1867,3072,652,1,3072,1:550|2:102,1:1743|2:1268
fshr_human___1495,2116,718,1,2116,1:695|2:23,1:1148|2:89
pth1r_human___1140,2482,626,1,2482,1:593|2:33,1:1374|2:690
ghrhr_human___1867,3072,525,1,3072,1:423|2:102,1:1914|2:1267
pacr_human___3594,2225,528,1,2225,1:468|2:60,1:1224|2:234
pth1r_human___1790,2343,629,1,2343,1:593|2:36,1:1357|2:413
fshr_human___3643,2099,722,1,2099,1:695|2:27,1:1163|2:104
pth1r_human___3645,3072,680,1,3072,1:593|2:87,1:1498|2:2019
vipr1_human___3640,3072,534,1,3072,1:457|2:77,1:1810|2:1959
ghrhr_human___613,2082,433,1,2082,1:423|2:10,1:1792|2:34
calcr_human___1152,2421,502,1,2421,1:474|2:28,1:1505|2:510
fshr_human___2270,2392,739,1,2392,1:695|2:44,1:1286|2:766
fshr_human___1997,2434,722,1,2434,1:695|2:27,1:1202|2:575
gipr_human___3542,2411,508,1,2411,1:466|2:42,1:1699|2:588
gipr_human___3643,2093,493,1,2093,1:466|2:27,1:1691|2:104
vipr2_human___1140,2482,471,1,2482,1:438|2:33,1:1686|2:690
calcr_human___921,2167,512,1,2167,1:474|2:38,1:1498|2:188
